variant	month	n_days	n_buy_fills	n_sell_fills	mean_r	mae_med	win_rate	turnover	deployed	gross	net	cost	turnover_x	cost_share
trail_from0930	202604	189	200	200	-0.0511	-0.8475	0.3651	415337790.0000	393007232.2435	-242620.0000	-1197375.2840	954755.2840	1.0568	3.9352
trail_from0930	202605	272	297	297	-0.0766	-1.0561	0.3566	613320630.0000	561856540.8412	-1104775.0000	-2513037.1827	1408262.1827	1.0916	1.2747
trail_from0930	202606	183	203	203	-0.0815	-1.1186	0.3607	414728990.0000	373923830.1625	-908010.0000	-1859934.4555	951924.4555	1.1091	1.0484
trail_from0930	202607	85	97	97	-0.0623	-0.9036	0.4118	202351065.0000	177800131.0197	-186320.0000	-651326.8615	465006.8615	1.1381	2.4957
trail_from0930	202608	127	137	137	0.0058	-0.6237	0.4567	282215055.0000	261091912.9132	730480.0000	79814.8415	650665.1585	1.0809	0.8907
trail_from0930	202609	243	256	256	-0.0370	-0.7153	0.4033	534388140.0000	507341889.8700	135180.0000	-1094203.3590	1229383.3590	1.0533	9.0944
trail_from1000	202509	135	135	135	-0.0986	-0.7744	0.2815	282681270.0000	282723672.1905	-1001240.0000	-1649254.2550	648014.2550	0.9999	0.6472
trail_from1000	202510	223	234	234	-0.0483	-0.6460	0.3767	495386240.0000	472787747.5260	-244805.0000	-1383667.0212	1138862.0212	1.0478	4.6521
trail_from1000	202511	372	388	388	-0.0734	-0.7765	0.3441	813924705.0000	779947589.5922	-1552410.0000	-3421099.1400	1868689.1400	1.0436	1.2037
trail_from1000	202512	402	412	412	-0.0629	-0.5975	0.3333	862613680.0000	842128410.3165	-1148865.0000	-3130406.4042	1981541.4042	1.0243	1.7248
trail_from1000	202601	325	347	347	-0.0088	-0.5994	0.4338	725840800.0000	680038450.4690	1329440.0000	-342852.1360	1672292.1360	1.0674	1.2579
trail_from1000	202602	246	268	268	-0.0123	-0.6222	0.4553	554757085.0000	509971019.1802	873625.0000	-404194.5893	1277819.5893	1.0878	1.4627
trail_from1000	202603	317	328	328	-0.1747	-1.8342	0.2650	675968932.0000	653820470.3618	-5269677.0000	-6813075.7380	1543398.7380	1.0339	0.2929
trail_from1000	202604	189	201	201	-0.0480	-0.6944	0.3810	417806375.0000	393011632.9035	-151780.0000	-1112408.3355	960628.3355	1.0631	6.3291
trail_from1000	202605	271	298	298	-0.0482	-0.8130	0.4244	614199493.0000	559428979.7617	-173763.0000	-1586048.2434	1412285.2434	1.0979	8.1277
trail_from1000	202606	183	205	205	-0.1020	-1.3158	0.3279	417673336.0000	373835782.9574	-1348356.0000	-2306105.7074	957749.7074	1.1173	0.7103
trail_from1000	202607	84	97	97	-0.0681	-1.0405	0.3929	201766635.0000	175653229.0328	-263740.0000	-727236.2195	463496.2195	1.1487	1.7574
